question,answer
"Question: Which of the following is NOT seen in Paroxysmal Nocturnal Hemoglobinuria -
Choices:
A. Hypocellular bone marrow
B. Hemosiderinuria
C. Increased LAP score
D. Pancytopenia
Answer:",Increased LAP score
"Question: Which of the following is NOT seen in Paroxysmal Nocturnal Hemoglobinuria :
Choices:
A. Thrombosis
B. Hemosiderinuria
C. Decreased LDH
D. Thrombocytopenia
Answer:",Decreased LDH
"Question: True about Pendred Syndrome
Choices:
A. Blindness
B. Conductive deafness
C. Sensorineural deafness
D. All of the above
Answer:",Sensorineural deafness
"Question: All are features of Pertussis except –
Choices:
A. Encephalopathy
B. Cerebellar Ataxia
C. Subconjunctival hemorrhage
D. Bronchiectasis
Answer:",Cerebellar Ataxia
"Question: Pertussis vaccine side effect -
Choices:
A. Local pain
B. Excessive cry
C. Fever
D. All of above
Answer:",All of above
"Question: Which toxin acts by ADP ribosylation-a) Botulinum toxinb)  Shiga toxinc) V.cholerae toxin d) Diphtheria toxine) Pertussis toxin
Choices:
A. cde
B. acd
C. bde
D. ade
Answer:",cde
"Question: True about Pertussis is/are -a) Incubation period is 7-14 daysb) Main source of infection is chronic carriersc) Can affect any aged) Secondary attack rate in unimmunised persons is 90%e) More common in summers
Choices:
A. abc
B. acd
C. bc
D. bde
Answer:",acd
"Question: Phenylketonuria caused by deficiency of
Choices:
A. Tyrosine transaminase
B. Tyrosine hydroxylase
C. Phenylalanine hydroxylase
D. Phenylketonuria hydroxylase
Answer:",Phenylalanine hydroxylase
"Question: In Phenylketonuria the main aim of first line therapy is:
Choices:
A. Replacement of the defective enzyme
B. Replacement of the deficient product
C. Limiting the substrate for deficient enzyme
D. Giving the missing amino acid by diet
Answer:",Limiting the substrate for deficient enzyme
"Question: In Phenylketonuria, the first line therapy is:
Choices:
A. Replacement of the defective enzyme
B. Replacement of the deficient product
C. Limiting the substrate for deficient enzyme
D. Giving the missing amino acid by diet
Answer:",Limiting the substrate for deficient enzyme
"Question: Phenylketonuria is due to deficiency of:
Choices:
A. Phenylalanine
B. Phenylalanine hydroxylase (PAH)
C. Galactokinase
D. Tyrosinase
Answer:",Phenylalanine hydroxylase (PAH)
"Question: Child born to mothers with Phenylketonuria will have all except
Choices:
A. Mental retardation
B. Macrocephaly
C. Growth retardation
D. Congenital heart disease
Answer:",Macrocephaly
"Question: Phenylketonuria is due to the deficiency of:
Choices:
A. Phenylalanine
B. Phenylalanine hydroxylase (PAH)
C. Phenylene
D. All of these
Answer:",Phenylalanine hydroxylase (PAH)
"Question: In Phenylketonuria the main aim of first-line therapy is
Choices:
A. Replacement of the defective enzymes
B. Replacement of the deficient product
C. Limiting the substrate for deficient enzyme
D. Giving the missing amino acid by diet
Answer:",Limiting the substrate for deficient enzyme
"Question: Which one of the following is not a feature of Phenylketonuria ?
Choices:
A. Severe mental retardation
B. Reduced tendon reflexes
C. Enamel hypoplasia
D. Vomiting in early infancy
Answer:",Reduced tendon reflexes
"Question: True about Rx of Phenylketonuria
Choices:
A. Limiting the substrate for deficient enzyme
B. Giving the missing amino acids by diet
C. Gene therapy can be successfully used
D. Child should refrain from milk.
Answer:",Limiting the substrate for deficient enzyme
"Question: Which of the following is not a feature of Phenylketonuria?
Choices:
A. Severe mental retardation
B. Reduced tendon reflexes
C. Hypopigmentation in skin
D. Hair loss
Answer:",Reduced tendon reflexes
"Question: Phenylketonuria is -
Choices:
A. AD
B. AR
C. X linked dominant
D. X linked recessive
Answer:",AR
"Question: Which of the following is a feature of Phenylketonuria?
Choices:
A. Loss of deep tendon reflexes
B. Mental retardation
C. Macrocephaly
D. All
Answer:",Mental retardation
"Question: Phenylketonuria is caused by deficiency of
Choices:
A. Tyrosine transminase
B. Tyrosine hydroxylase
C. Phenylalanine transaminase
D. Phenylalanine hydroxylase
Answer:",Phenylalanine hydroxylase
"Question: Phenylketonuria I is due to deficiency of -
Choices:
A. Phenylalanine hydroxylase
B. Homogentisate oxidase
C. Tyrosinase
D. None
Answer:",Phenylalanine hydroxylase
"Question: Phenylketonuria is due to deficiency of -
Choices:
A. Phenylalanine transaminase
B. Phenylalanine hydroxylase
C. Tyrosine transaminase
D. Tyrosine hydroxylase
Answer:",Phenylalanine hydroxylase
"Question: True statement regarding a 3-week old child with Phenylketonuria is all, except –
Choices:
A. Provocative protein meal tests helps in the diagnosis
B. Tyrosine becomes an Essential amino–acid in diet
C. Serum Phenylalanine is increased and urinary Phenyl Pyruvate level is elevated
D. Phenylalanine should be completely stopped in diet
Answer:",Phenylalanine should be completely stopped in diet
"Question: Phenylketonuria is detected by which urine test:
Choices:
A. Guthrie test
B. Sodium nitroprusside test
C. Blot test
D. FeCl3
Answer:",Guthrie test
"Question: Boiled cabbage or rancid butter smelling urine is seen in Phenylketonuria
Choices:
A. Tyrosinemia
B. Isovaleric Acidaemia
C. Multiple carboxylase deficiency
D. Phenylketonuria
Answer:",Tyrosinemia
"Question: Phenylketonuria is ?
Choices:
A. AD
B. AR
C. X linked dominant
D. X linked recessive
Answer:",AR
"Question: Which one of the following is not a feature of Phenylketonuria?
Choices:
A. Severe mental retardation
B. Reduced tendon reflexes
C. Enamel hypoplasia
D. Vomiting in early infancy
Answer:",Reduced tendon reflexes
"Question: Enzyme defect in Classic Phenylketonuria
Choices:
A. Phenylalanine hydroxylase
B. Dihydrobiopterin reductase
C. Fumarylacetoacetate hydrolase
D. Homogentisate oxidase
Answer:",Phenylalanine hydroxylase
"Question: Which of the following disorder of mother leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella
Choices:
A. ab
B. cd
C. bd
D. ac
Answer:",cd
"Question: Pierre Robin Sequence includes
Choices:
A. Glossoptosis
B. Airway obstructions
C. Cleft lip
D. Micrognathia
Answer:",Glossoptosis
"Question: Regarding syphilis, all are true, except -a) VDRL titre decreases or even absent after treatmentb) VDRL becomes positive after 10-14 days of infectionc) Earliest serological test to become positive in untreated primary syphilis is TPHAd) Yaws and Pinta cannot be differentiated
Choices:
A. bc
B. c
C. ac
D. ad
Answer:",bc
"Question: Pinta is caused by:
Choices:
A. Treponema peenue
B. Treponema carateum
C. Treponema pallidum
D. Treponema endemicum
Answer:",Treponema carateum
"Question: Pinta is caused by
Choices:
A. Treponema peenue
B. Treponema cerateum
C. Treponema pallidum
D. Treponema endemicum
Answer:",Treponema cerateum
"Question: Pinta disease is caused by
Choices:
A. Treponema pallidum
B. Treponema carateum
C. Leptospira interrogans
D. None of the above
Answer:",Treponema carateum
"Question: Which is a noveneral form of trephonemal infection – a) Yawsb) Pintac) Syphillisd) GV
Choices:
A. ab
B. a
C. ad
D. bc
Answer:",ab
"Question: Pityriasis Rosea, true is:
Choices:
A. Self-limiting
B. Chronic relapsing
C. Life threatening infection
D. Caused by dermatophytes
Answer:",Self-limiting
"Question: The following statement is TRUE for Pityriasis Rosea:
Choices:
A. Self limiting
B. Chronic relapsing
C. Life threatening infection
D. Caused by dermatophytes
Answer:",Self limiting
"Question: Plague epidemic in Surat in 1995 has occurred after a 'silence period' of
Choices:
A. 18 years
B. 23 years
C. 28 years
D. 30 years
Answer:",28 years
"Question: Vectors for Plague transmission
Choices:
A. X. cheopis
B. X. astia
C. Pulex irritans
D. All of the above
Answer:",All of the above
"Question: Plague is transmitted by the bite of
Choices:
A. Rat flea
B. Culex mosquito
C. Body louse
D. Tse-Tse fly
Answer:",Rat flea
"Question: Plague is transmitted through:-
Choices:
A. Tick
B. Mite
C. Flea
D. Mosquito
Answer:",Flea
"Question: Plague is what type of zoonosis?
Choices:
A. Cyclozoonosis
B. Direct zoonosis
C. Sapro-zoonosis
D. Meta Zoonosis
Answer:",Meta Zoonosis
"Question: Plague is transmitted by the bite of -
Choices:
A. Culex mosquito
B. Rat flea
C. Body louse
D. Tse-Tse fly
Answer:",Rat flea
"Question: Chronic fibrosing mediastinitis is seen ina) Tuberculosisb) Histoplasmosisc) Plagued) Sarcoidosis
Choices:
A. acd
B. bcd
C. abc
D. abd
Answer:",abd
"Question: Indicator for the outbreak of Plague epidemic is
Choices:
A. Rat burrow index
B. Total flea
C. Specific flea index
D. Cheopis index
Answer:",Cheopis index
"Question: Plague is transmitted by -
Choices:
A. Mite
B. Flea
C. Sand fly
D. None
Answer:",Flea
"Question: Plague is transmitted by all EXCEPT?
Choices:
A. X. Cheopsis
B. X. Astia
C. Pulexirritans
D. Culex
Answer:",Culex
"Question: Indicator for outbreak of Plague epidemic is
Choices:
A. Rat burrow index
B. Total flea
C. Specific flea index
D. Cheopis index
Answer:",Cheopis index
"Question: Drug of choice for Pneumocystis Pneumonia
Choices:
A. Cotrimoxazole
B. Penicillin
C. Itraconazole
D. Ivermectin
Answer:",Cotrimoxazole
"Question: POEMS Syndrome includes all, EXCEPT:
Choices:
A. Polyneuropathy
B. Organomegaly
C. Endocrinopathy
D. Multiple sclerosis
Answer:",Multiple sclerosis
"Question: Poland Syndrome is
Choices:
A. Congenital absence of Pectoralis minor
B. Acquired Weakness and disuse atrophy of Pectoralis minor
C. Acquired Weakness and disuse atrophy of Pectoralis major
D. Congenital absence of Pectoralis major
Answer:",Congenital absence of Pectoralis major
"Question: What is the characterstic of Poland Syndrome ?
Choices:
A. Amastia with the absence of the Pectoralis major
B. Athelia with the absence of the Pectoralis major
C. Amastia with the absence of the Pectoralis minor
D. Athelia with the absence of the Pectoralis minor
Answer:",Amastia with the absence of the Pectoralis major
"Question: Polyarteritis Nodosa (PAN) typically involves which of the following?
Choices:
A. Large elastic arteries
B. Small- or medium-sized muscular arteries
C. Arterioles
D. Capillaries
Answer:",Small- or medium-sized muscular arteries
"Question: Polycythemia Vera is characterized by all, EXCEPT:
Choices:
A. Bleeding
B. Increased viscosity of blood
C. Splenomegaly
D. None of the above
Answer:",Bleeding
"Question: A 59-year-old male came with Hb 18.0 gm/dl on three occasions. The resident doctor wants to exclude Polycythemia Vera. Which of the following is the most relevant investigation -
Choices:
A. Hematocrit
B. Total leukocyte count
C. Red cell mass
D. Reticulocyte count
Answer:",Red cell mass
"Question: A 59-year-old male came with Hb 18.0 gm/dl on three occasions. The resident doctor wants to exclude Polycythemia Vera. Which of the following is the most relevant investigation :
Choices:
A. Hematocrit
B. Total leukocyte count
C. Red cell mass
D. Reticulocyte count
Answer:",Red cell mass
"Question: Which is not seen in Polycythemia Vera?
Choices:
A. Ocular congestion
B. Increase RBC count
C. Increase erythropoietin level
D. Increased Vit B12 binding capacity
Answer:",Increase erythropoietin level
"Question: Primary Hyperoxaluria occurs due to defect in metabolism of
Choices:
A. Cystein
B. Tryptophan
C. Tyrosine
D. Glycine
Answer:",Glycine
"Question: Primary Hyperoxaluria occurs in defect in metabolism of
Choices:
A. Cystein
B. Tryptophan
C. Tyrosine
D. Glycine
Answer:",Glycine
"Question: Primary Hyperparathyroidism is associated with -
Choices:
A. Increased serum PTH and Hypercalcemia
B. Decreased serum PTH and Hypercalcemia
C. Increased serum PTH and Hyporcalcemia
D. Decreased serum PTH and Hyporcalcemia
Answer:",Increased serum PTH and Hypercalcemia
"Question: Which level of Prolactin definitely suggest Prolactinoma?
Choices:
A. >50 mg/L
B. >100 mg/L
C. >150 mg/L
D. >200 mg/L
Answer:",>200 mg/L
"Question: Prolactinoma in pregnancy, all are true except
Choices:
A. Most common pituitary tumor but rarely symptomatic
B. Increase in prolactin levels worse prognosis
C. Macroadenoma> 1 cm is associated with bad prognosis
D. Regular visual checkup
Answer:",Increase in prolactin levels worse prognosis
"Question: Which of the following is true about pituitary adenomaa) Accounts for 10% of brain tumorsb) Erodes the sellar and extends into surrounding areac) Prolactinoma is least commond) It is differentiated by reticulin stain
Choices:
A. acd
B. abd
C. abc
D. ab
Answer:",abd
"Question: Prolactinoma in pregnancy, all are true except -
Choices:
A. Most common pituitary tumor but rarely symptomatic
B. Increase in prolactin levels worse prognosis
C. Macroadenoma > 1 cm is associated with bad prognosis
D. Regular visual checkup
Answer:",Macroadenoma > 1 cm is associated with bad prognosis
"Question: Which of the following is true about pituitary tumor?a) It is present in 10% of brain tumors b) Erodes the sella and extends into surrounding areac) Prolactinoma is least commond) It is differentiated by reticulin stain
Choices:
A. acd
B. abd
C. abc
D. ab
Answer:",abd
"Question: Prolactinoma in pregnancy, all are true except:
Choices:
A. Most common pituitary tumor but rarely symptomatic
B. Increase in prolactin levels worse prognosis
C. Macroadenoma> 1 cm is associated with bad prognosis
D. Regular visual checkup
Answer:",Increase in prolactin levels worse prognosis
"Question: All of the following statements about Pseudohypoparathyroidism are true, except -
Choices:
A. ↓Serum PTH
B. ↓ Serum calcium
C. ↑ Serum phosphate
D. Albright's hereditary osteodystrophy
Answer:",↓Serum PTH
"Question: A young patient presented with HTN and VMA 14 mg/24, the causes is/are -a) Medullary carcinoma thyroidb) Von Hippel Lindau syndromec) Graves diseased) Pseudohypoparathyroidisme) Sturge weber syndrome
Choices:
A. abc
B. bcd
C. cde
D. abe
Answer:",abe
"Question: All of the following statements about Pseudohypoparathyroidism are true, except:
Choices:
A. Low Serum PTH
B. Low Serum calcium
C. High Serum Phosphate
D. Albreight's Hereditary osteodystrophy
Answer:",Low Serum PTH
"Question: Pseudohypoparathyroidism is characterized by:
Choices:
A. Normal serum Ca++ and decreased serum PTH
B. Decreased serum Ca++ and decreased serum PTH
C. Decreased serum Ca++ and Increased serum PTH
D. Normal serum Ca++ and Increased serum PTH
Answer:",Decreased serum Ca++ and Increased serum PTH
"Question: Most common cause of Pseudomyxoma Peritonei is
Choices:
A. Mucinous tumour of appendix
B. Ovarian tumour
C. Colorectal carcinoma
D. None of the above
Answer:",Mucinous tumour of appendix
"Question: Q fever is caused by -
Choices:
A. Pseudomonas
B. Francisella
C. Coxiella burnetii
D. Rickettsia typhi
Answer:",Coxiella burnetii
"Question: Q fever is caused by-
Choices:
A. R Quintana
B. C. burnetii
C. R typhi
D. R akari
Answer:",C. burnetii
"Question: Q fever is transmitted by -
Choices:
A. Ticks
B. Mites
C. Louse
D. Flea
Answer:",Ticks
"Question: All of the following statement are true regarding Q fever except-
Choices:
A. it is zoonotic disease
B. Human disease is characterized by an interstitial pneumonia
C. No rash is seen
D. Weil felix reaction is very useful for diagnosis
Answer:",Weil felix reaction is very useful for diagnosis
"Question: Q fever is caused by?
Choices:
A. Rickettsia typhi
B. Rochalimea Quintana
C. Coxiella burnetii
D. Rickettsia ricketssi
Answer:",Coxiella burnetii
"Question: All of the following statement are true regarding Q fever except -
Choices:
A. It is zoonotic disease
B. Human disease is characterized by an interstitial pneumonia
C. No rash is seen
D. Weil-felix reaction is very useful for diagnosis
Answer:",Weil-felix reaction is very useful for diagnosis
